SalesOrderNumber,OrderDate,ProductKey,ResellerKey,EmployeeKey,SalesTerritoryKey,Quantity,Unit Price,Sales,Cost
SO63283,2020-02-27,363,312,282,4,2,1376.99,2753.98,2503.96
SO63283,2020-02-27,598,312,282,4,2,323.99,647.98,589.16
SO63283,2020-02-27,359,312,282,4,2,1376.99,2753.98,2503.96
SO63283,2020-02-27,491,312,282,4,2,32.39,64.78,83.14
SO63283,2020-02-27,471,312,282,4,2,38.10,76.20,47.50
SO63283,2020-02-27,353,312,282,4,2,1391.99,2783.98,2531.24
SO69532,2020-05-27,402,312,282,4,2,72.16,144.32,106.80
SO69532,2020-05-27,222,312,282,4,2,20.99,41.98,26.17
SO69532,2020-05-27,231,312,282,4,2,29.99,59.98,76.98
SO69532,2020-05-27,542,312,282,4,2,24.29,48.58,35.96
SO69532,2020-05-27,532,312,282,4,2,149.87,299.74,273.57
SO69532,2020-05-27,359,312,282,4,2,1376.99,2753.98,2503.96
SO69532,2020-05-27,398,312,282,4,2,26.72,53.44,39.55
SO69532,2020-05-27,592,312,282,4,2,113.00,226.00,616.44
SO69532,2020-05-27,475,312,282,4,2,41.99,83.98,52.35
SO69532,2020-05-27,513,312,282,4,2,218.45,436.90,398.75
SO44113,2017-09-23,218,187,282,4,2,5.70,11.40,6.79
SO44113,2017-09-23,347,187,282,4,2,2039.99,4079.98,3824.31
SO44113,2017-09-23,223,187,282,4,2,5.19,10.38,11.41
SO44113,2017-09-23,344,187,282,4,2,2039.99,4079.98,3824.31
SO44113,2017-09-23,220,187,282,4,2,20.19,40.38,24.06
SO44113,2017-09-23,304,187,282,4,2,714.70,1429.40,1234.06
SO44113,2017-09-23,235,187,282,4,2,28.84,57.68,63.45
SO44776,2017-12-23,349,187,282,4,2,2024.99,4049.98,3796.19
SO44776,2017-12-23,215,187,282,4,2,20.19,40.38,24.06
SO44776,2017-12-23,293,187,282,4,2,722.59,1445.18,1247.68
SO44776,2017-12-23,220,187,282,4,2,20.19,40.38,24.06
SO44776,2017-12-23,348,187,282,4,2,2024.99,4049.98,3796.19
SO44776,2017-12-23,212,187,282,4,2,20.19,40.38,24.06
SO44776,2017-12-23,232,187,282,4,2,28.84,57.68,63.45
SO45554,2018-03-17,350,187,282,4,2,2024.99,4049.98,3796.19
SO45554,2018-03-17,345,187,282,4,2,2039.99,4079.98,3824.31
SO45554,2018-03-17,220,187,282,4,2,20.19,40.38,24.06
SO45554,2018-03-17,223,187,282,4,2,5.19,10.38,11.41
SO45554,2018-03-17,344,187,282,4,2,2039.99,4079.98,3824.31
SO46362,2018-06-18,292,187,282,4,2,818.70,1637.40,1413.62
SO46362,2018-06-18,346,187,282,4,2,850.00,1700.00,3824.31
SO46362,2018-06-18,232,187,282,4,2,28.84,57.68,63.45
SO47417,2018-09-18,421,187,282,4,2,196.33,392.66,290.57
SO47417,2018-09-18,468,187,282,4,2,22.79,45.58,31.34
SO47417,2018-09-18,428,187,282,4,2,209.26,418.52,371.64
SO47417,2018-09-18,297,187,282,4,2,736.15,1472.30,1307.39
SO47417,2018-09-18,294,187,282,4,2,744.27,1488.54,1321.83
SO47417,2018-09-18,356,187,282,4,2,1242.85,2485.70,2235.71
SO47417,2018-09-18,391,187,282,4,2,88.93,177.86,131.62
SO47417,2018-09-18,305,187,282,4,2,736.15,1472.30,1307.39
SO47417,2018-09-18,394,187,282,4,2,20.52,41.04,30.37
SO48356,2018-12-21,294,187,282,4,2,744.27,1488.54,1321.83
SO48356,2018-12-21,362,187,282,4,2,1229.46,2458.92,2211.62
SO48356,2018-12-21,358,187,282,4,2,1229.46,2458.92,2211.62
SO49472,2019-03-08,354,187,282,4,2,1242.85,2485.70,2235.71
SO49472,2019-03-08,397,187,282,4,2,24.29,48.58,35.96
SO49472,2019-03-08,393,187,282,4,2,137.69,275.38,203.79
SO49472,2019-03-08,420,187,282,4,2,141.62,283.24,209.59
SO49472,2019-03-08,356,187,282,4,2,1242.85,2485.70,2235.71
SO49472,2019-03-08,360,187,282,4,2,1229.46,2458.92,2211.62
SO50702,2019-06-14,366,187,282,4,2,647.99,1295.98,1196.87
SO50702,2019-06-14,427,187,282,4,2,209.26,418.52,371.64
SO50702,2019-06-14,305,187,282,4,2,736.15,1472.30,1307.39
SO50702,2019-06-14,356,187,282,4,2,1242.85,2485.70,2235.71
SO50702,2019-06-14,469,187,282,4,2,22.79,45.58,31.34
SO53531,2019-09-15,597,187,282,4,2,323.99,647.98,589.16
SO53531,2019-09-15,475,187,282,4,2,41.99,83.98,52.35
SO53531,2019-09-15,552,187,282,4,2,54.89,109.78,81.24
SO53531,2019-09-15,295,187,282,4,2,818.70,1637.40,1494.40
SO53531,2019-09-15,542,187,282,4,2,24.29,48.58,35.96
SO53531,2019-09-15,516,187,282,4,2,23.48,46.96,34.76
SO53531,2019-09-15,532,187,282,4,2,149.87,299.74,273.57
SO53531,2019-09-15,514,187,282,4,2,63.90,127.80,94.57
SO53531,2019-09-15,531,187,282,4,2,149.87,299.74,273.57
SO53531,2019-09-15,524,187,282,4,2,158.43,316.86,289.19
SO53531,2019-09-15,558,187,282,4,2,242.99,485.98,359.63
SO53531,2019-09-15,363,187,282,4,2,1376.99,2753.98,2503.96
SO53531,2019-09-15,592,187,282,4,2,338.99,677.98,616.44
SO53531,2019-09-15,298,187,282,4,2,809.76,1619.52,1478.08
SO58975,2019-12-13,355,187,282,4,2,1391.99,2783.98,2531.24
SO58975,2019-12-13,306,187,282,4,2,809.76,1619.52,1478.08
SO58975,2019-12-13,501,187,282,4,2,72.88,145.76,107.86
SO58975,2019-12-13,601,187,282,4,2,32.39,64.78,47.94
SO58975,2019-12-13,400,187,282,4,2,37.15,74.30,54.99
SO58975,2019-12-13,359,187,282,4,2,1376.99,2753.98,2503.96
SO58975,2019-12-13,517,187,282,4,2,31.58,63.16,46.74
SO65209,2020-03-10,551,187,282,4,2,158.43,316.86,289.19
SO65209,2020-03-10,544,187,282,4,2,48.59,97.18,71.92
SO65209,2020-03-10,531,187,282,4,2,149.87,299.74,273.57
SO65209,2020-03-10,555,187,282,4,2,63.90,127.80,94.57
SO65209,2020-03-10,474,187,282,4,2,41.99,83.98,52.35
SO65209,2020-03-10,532,187,282,4,2,149.87,299.74,273.57
SO65209,2020-03-10,398,187,282,4,2,26.72,53.44,39.55
SO46625,2018-07-09,468,475,282,4,2,22.79,45.58,31.34
SO46625,2018-07-09,410,475,282,4,2,36.45,72.90,53.94
SO46625,2018-07-09,409,475,282,4,2,209.26,418.52,371.64
SO46625,2018-07-09,352,475,282,4,2,1242.85,2485.70,2235.71
SO46625,2018-07-09,396,475,282,4,2,74.84,149.68,110.76
SO46625,2018-07-09,393,475,282,4,2,137.69,275.38,203.79
SO46625,2018-07-09,427,475,282,4,2,209.26,418.52,371.64
SO47677,2018-10-05,354,475,282,4,2,1242.85,2485.70,2235.71
SO47677,2018-10-05,459,475,282,4,2,53.99,107.98,74.24
SO47677,2018-10-05,421,475,282,4,2,196.33,392.66,290.57
SO47677,2018-10-05,393,475,282,4,2,137.69,275.38,203.79
SO47677,2018-10-05,294,475,282,4,2,744.27,1488.54,1321.83
SO47677,2018-10-05,358,475,282,4,2,1229.46,2458.92,2211.62
SO47677,2018-10-05,297,475,282,4,2,736.15,1472.30,1307.39
SO47677,2018-10-05,464,475,282,4,2,14.13,28.26,19.43
SO47677,2018-10-05,396,475,282,4,2,74.84,149.68,110.76
SO47677,2018-10-05,305,475,282,4,2,736.15,1472.30,1307.39
SO47677,2018-10-05,289,475,282,4,2,744.27,1488.54,1321.83
SO47677,2018-10-05,458,475,282,4,2,44.99,89.98,61.87
SO48758,2019-01-15,445,475,282,4,2,35.99,71.98,49.49
SO48758,2019-01-15,427,475,282,4,2,209.26,418.52,371.64
SO48758,2019-01-15,358,475,282,4,2,1229.46,2458.92,2211.62
SO48758,2019-01-15,366,475,282,4,2,647.99,1295.98,1196.87
SO48758,2019-01-15,397,475,282,4,2,24.29,48.58,35.96
SO48758,2019-01-15,352,475,282,4,2,1242.85,2485.70,2235.71
SO49831,2019-04-04,445,475,282,4,2,35.99,71.98,49.49
SO49831,2019-04-04,466,475,282,4,2,14.13,28.26,19.43
SO49831,2019-04-04,457,475,282,4,2,44.99,89.98,61.87
SO49831,2019-04-04,360,475,282,4,2,1229.46,2458.92,2211.62
SO49831,2019-04-04,447,475,282,4,2,15.00,30.00,20.63
SO49831,2019-04-04,393,475,282,4,2,137.69,275.38,203.79
SO49831,2019-04-04,397,475,282,4,2,24.29,48.58,35.96
SO49831,2019-04-04,453,475,282,4,2,35.99,71.98,49.49
SO49831,2019-04-04,297,475,282,4,2,736.15,1472.30,1307.39
SO49831,2019-04-04,367,475,282,4,2,647.99,1295.98,1196.87
SO49831,2019-04-04,364,475,282,4,2,647.99,1295.98,1196.87
SO51090,2019-07-03,516,475,282,4,2,23.48,46.96,34.76
SO51090,2019-07-03,559,475,282,4,2,12.14,24.28,17.97
SO51090,2019-07-03,594,475,282,4,2,338.99,677.98,616.44
SO51090,2019-07-03,511,475,282,4,2,218.45,436.90,398.75
SO51090,2019-07-03,357,475,282,4,2,1391.99,2783.98,2531.24
SO51090,2019-07-03,524,475,282,4,2,158.43,316.86,289.19
SO51090,2019-07-03,475,475,282,4,2,41.99,83.98,52.35
SO51090,2019-07-03,290,475,282,4,2,818.70,1637.40,1494.40
SO51090,2019-07-03,467,475,282,4,2,14.69,29.38,18.32
SO51090,2019-07-03,532,475,282,4,2,149.87,299.74,273.57
SO51090,2019-07-03,542,475,282,4,2,24.29,48.58,35.96
SO55249,2019-10-06,514,475,282,4,2,63.90,127.80,94.57
SO55249,2019-10-06,357,475,282,4,2,1391.99,2783.98,2531.24
SO55249,2019-10-06,355,475,282,4,2,1391.99,2783.98,2531.24
SO55249,2019-10-06,398,475,282,4,2,26.72,53.44,39.55
SO55249,2019-10-06,543,475,282,4,2,37.25,74.50,55.14
SO55249,2019-10-06,463,475,282,4,2,14.69,29.38,18.32
SO55249,2019-10-06,542,475,282,4,2,24.29,48.58,35.96
SO55249,2019-10-06,594,475,282,4,2,338.99,677.98,616.44
SO55249,2019-10-06,512,475,282,4,2,218.45,436.90,398.75
SO61218,2020-01-16,512,475,282,4,2,218.45,436.90,398.75
SO61218,2020-01-16,475,475,282,4,2,41.99,83.98,52.35
SO61218,2020-01-16,555,475,282,4,2,63.90,127.80,94.57
SO61218,2020-01-16,361,475,282,4,2,1376.99,2753.98,2503.96
SO61218,2020-01-16,524,475,282,4,2,158.43,316.86,289.19
SO61218,2020-01-16,398,475,282,4,2,26.72,53.44,39.55
SO61218,2020-01-16,474,475,282,4,2,41.99,83.98,52.35
SO67273,2020-04-07,295,475,282,4,2,818.70,1637.40,1494.40
SO67273,2020-04-07,551,475,282,4,2,158.43,316.86,289.19
SO67273,2020-04-07,491,475,282,4,2,32.39,64.78,83.14
SO67273,2020-04-07,515,475,282,4,2,16.27,32.54,24.08
SO67273,2020-04-07,558,475,282,4,2,242.99,485.98,359.63
SO67273,2020-04-07,217,475,282,4,2,20.99,41.98,26.17
SO67273,2020-04-07,400,475,282,4,2,37.15,74.30,54.99
SO67273,2020-04-07,517,475,282,4,2,31.58,63.16,46.74
SO43873,2017-08-19,330,78,282,4,2,419.46,838.92,826.29
SO43873,2017-08-19,310,78,282,4,2,2146.96,4293.92,4342.59
SO43873,2017-08-19,338,78,282,4,2,419.46,838.92,826.29
SO43873,2017-08-19,220,78,282,4,2,20.19,40.38,24.06
SO43873,2017-08-19,262,78,282,4,2,183.94,367.88,362.97
SO43873,2017-08-19,314,78,282,4,2,2146.96,4293.92,4342.59
SO44520,2017-11-13,316,78,282,4,2,874.79,1749.58,1769.42
SO44520,2017-11-13,238,78,282,4,2,758.08,1516.16,1495.94
SO44520,2017-11-13,336,78,282,4,2,419.46,838.92,826.29
SO44520,2017-11-13,275,78,282,4,2,356.90,713.80,704.28
SO44520,2017-11-13,340,78,282,4,2,419.46,838.92,826.29
SO44520,2017-11-13,235,78,282,4,2,28.84,57.68,63.45
SO44520,2017-11-13,253,78,282,4,2,178.58,357.16,352.40
SO44520,2017-11-13,334,78,282,4,2,419.46,838.92,826.29
SO44520,2017-11-13,330,78,282,4,2,419.46,838.92,826.29
SO45301,2018-02-15,322,78,282,4,2,419.46,838.92,826.29
SO45301,2018-02-15,315,78,282,4,2,874.79,1749.58,1769.42
SO45301,2018-02-15,314,78,282,4,2,2146.96,4293.92,4342.59
SO45301,2018-02-15,326,78,282,4,2,419.46,838.92,826.29
SO45301,2018-02-15,317,78,282,4,2,874.79,1749.58,1769.42
SO45301,2018-02-15,285,78,282,4,2,178.58,357.16,352.40
SO45301,2018-02-15,330,78,282,4,2,419.46,838.92,826.29
SO45301,2018-02-15,223,78,282,4,2,5.19,10.38,11.41
SO45301,2018-02-15,319,78,282,4,2,874.79,1749.58,1769.42
SO46057,2018-05-15,279,78,282,4,2,178.58,357.16,352.40
SO46057,2018-05-15,235,78,282,4,2,28.84,57.68,63.45
SO46057,2018-05-15,253,78,282,4,2,178.58,357.16,352.40
SO46057,2018-05-15,334,78,282,4,2,419.46,838.92,826.29
SO46057,2018-05-15,314,78,282,4,2,2146.96,4293.92,4342.59
SO46057,2018-05-15,232,78,282,4,2,28.84,57.68,63.45
SO46988,2018-08-14,423,78,282,4,2,165.23,330.46,244.54
SO46988,2018-08-14,445,78,282,4,2,35.99,71.98,49.49
SO46988,2018-08-14,280,78,282,4,2,183.94,367.88,340.29
SO46988,2018-08-14,286,78,282,4,2,183.94,367.88,340.29
SO46988,2018-08-14,236,78,282,4,2,28.84,57.68,58.16
SO46988,2018-08-14,265,78,282,4,2,202.33,404.66,374.31
SO46988,2018-08-14,254,78,282,4,2,183.94,367.88,340.29
SO46988,2018-08-14,383,78,282,4,2,600.26,1200.52,1211.30
SO46988,2018-08-14,389,78,282,4,2,600.26,1200.52,1211.30
SO46988,2018-08-14,415,78,282,4,2,198.04,396.08,293.09
SO46988,2018-08-14,433,78,282,4,2,324.45,648.90,600.24
SO46988,2018-08-14,245,78,282,4,2,780.82,1561.64,1444.51
SO46988,2018-08-14,403,78,282,4,2,24.29,48.58,35.96
SO48012,2018-11-13,373,78,282,4,2,1308.94,2617.88,2641.37
SO48012,2018-11-13,429,78,282,4,2,324.45,648.90,600.24
SO48012,2018-11-13,375,78,282,4,2,1308.94,2617.88,2641.37
SO48012,2018-11-13,254,78,282,4,2,183.94,367.88,340.29
SO48012,2018-11-13,439,78,282,4,2,780.82,1561.64,1444.51
SO48012,2018-11-13,414,78,282,4,2,149.03,298.06,220.57
SO48012,2018-11-13,242,78,282,4,2,780.82,1561.64,1444.51
SO48012,2018-11-13,273,78,282,4,2,202.33,404.66,374.31
SO49058,2019-02-04,381,78,282,4,2,600.26,1200.52,1211.30
SO49058,2019-02-04,271,78,282,4,2,202.33,404.66,374.31
SO49058,2019-02-04,375,78,282,4,2,1308.94,2617.88,2641.37
SO49058,2019-02-04,454,78,282,4,2,35.99,71.98,49.49
SO50226,2019-05-10,286,78,282,4,2,183.94,367.88,340.29
SO50226,2019-05-10,265,78,282,4,2,202.33,404.66,374.31
SO50226,2019-05-10,462,78,282,4,2,14.13,28.26,19.43
SO50226,2019-05-10,368,78,282,4,2,1466.01,2932.02,3037.57
SO50226,2019-05-10,224,78,282,4,2,5.19,10.38,10.46
SO50226,2019-05-10,422,78,282,4,2,67.54,135.08,99.96
SO50226,2019-05-10,385,78,282,4,2,600.26,1200.52,1211.30
SO50226,2019-05-10,461,78,282,4,2,53.99,107.98,74.24
SO50226,2019-05-10,381,78,282,4,2,600.26,1200.52,1211.30
SO50226,2019-05-10,466,78,282,4,2,14.13,28.26,19.43
SO50226,2019-05-10,230,78,282,4,2,28.84,57.68,58.16
SO43666,2017-07-05,338,511,282,4,2,419.46,838.92,826.30
SO43859,2017-08-08,322,259,282,4,2,419.46,838.92,826.29
SO43864,2017-08-12,292,384,282,4,2,818.70,1637.40,1413.62
SO43864,2017-08-12,351,384,282,4,2,2024.99,4049.98,3796.19
SO43864,2017-08-12,344,384,282,4,2,2039.99,4079.98,3824.31
SO43872,2017-08-16,317,240,282,4,2,874.79,1749.58,1769.42
SO43872,2017-08-16,220,240,282,4,2,20.19,40.38,24.06
SO43872,2017-08-16,262,240,282,4,2,183.94,367.88,362.97
SO43872,2017-08-16,315,240,282,4,2,874.79,1749.58,1769.42
SO43901,2017-08-26,344,385,282,4,2,2039.99,4079.98,3824.31
SO43901,2017-08-26,212,385,282,4,2,20.19,40.38,24.06
SO43901,2017-08-26,348,385,282,4,2,2024.99,4049.98,3796.19
SO43912,2017-08-29,229,403,282,4,2,28.84,57.68,63.45
SO43912,2017-08-29,262,403,282,4,2,183.94,367.88,362.97
SO43912,2017-08-29,332,403,282,4,2,419.46,838.92,826.29
SO43912,2017-08-29,212,403,282,4,2,20.19,40.38,24.06
SO43912,2017-08-29,342,403,282,4,2,419.46,838.92,826.29
SO44080,2017-09-06,218,439,282,4,2,5.70,11.40,6.79
SO44087,2017-09-09,310,96,282,4,2,2146.96,4293.92,4342.59
SO44087,2017-09-09,276,96,282,4,2,356.90,713.80,704.28
SO44089,2017-09-10,342,114,282,4,2,419.46,838.92,826.29
SO44089,2017-09-10,326,114,282,4,2,419.46,838.92,826.29
SO44115,2017-09-23,350,366,282,4,2,2024.99,4049.98,3796.19
SO44115,2017-09-23,344,366,282,4,2,2039.99,4079.98,3824.31
SO44115,2017-09-23,235,366,282,4,2,28.84,57.68,63.45
SO44115,2017-09-23,223,366,282,4,2,5.19,10.38,11.41
SO44115,2017-09-23,346,366,282,4,2,2039.99,4079.98,3824.31
SO44115,2017-09-23,292,366,282,4,2,818.70,1637.40,1413.62
SO44115,2017-09-23,220,366,282,4,2,20.19,40.38,24.06
SO44115,2017-09-23,300,366,282,4,2,809.76,1619.52,1398.19
SO44115,2017-09-23,229,366,282,4,2,28.84,57.68,63.45
SO44286,2017-10-07,334,511,282,4,2,419.46,838.92,826.29
SO44286,2017-10-07,338,511,282,4,2,419.46,838.92,826.29
SO44481,2017-11-01,350,492,282,4,2,2024.99,4049.98,3796.19
SO44481,2017-11-01,351,492,282,4,2,2024.99,4049.98,3796.19
SO44481,2017-11-01,223,492,282,4,2,5.19,10.38,11.41
SO44500,2017-11-06,326,259,282,4,2,419.46,838.92,826.29
SO44500,2017-11-06,223,259,282,4,2,5.19,10.38,11.41
SO44505,2017-11-07,347,384,282,4,2,2039.99,4079.98,3824.31
SO44505,2017-11-07,351,384,282,4,2,2024.99,4049.98,3796.19
SO44521,2017-11-13,232,240,282,4,2,28.84,57.68,63.45
SO44521,2017-11-13,311,240,282,4,2,2146.96,4293.92,4342.59
SO44521,2017-11-13,336,240,282,4,2,419.46,838.92,826.29
SO44521,2017-11-13,328,240,282,4,2,419.46,838.92,826.29
SO44521,2017-11-13,215,240,282,4,2,20.19,40.38,24.06
SO44521,2017-11-13,272,240,282,4,2,183.94,367.88,362.97
SO44521,2017-11-13,229,240,282,4,2,28.84,57.68,63.45
SO44521,2017-11-13,340,240,282,4,2,419.46,838.92,826.29
SO44521,2017-11-13,342,240,282,4,2,419.46,838.92,826.29
SO44521,2017-11-13,330,240,282,4,2,419.46,838.92,826.29
SO44546,2017-11-19,319,313,282,4,2,874.79,1749.58,1769.42
SO44551,2017-11-23,351,385,282,4,2,2024.99,4049.98,3796.19
SO44551,2017-11-23,345,385,282,4,2,2039.99,4079.98,3824.31
SO44551,2017-11-23,344,385,282,4,2,2039.99,4079.98,3824.31
SO44551,2017-11-23,347,385,282,4,2,2039.99,4079.98,3824.31
SO44551,2017-11-23,349,385,282,4,2,2024.99,4049.98,3796.19
SO44564,2017-11-27,315,403,282,4,2,874.79,1749.58,1769.42
SO44564,2017-11-27,322,403,282,4,2,419.46,838.92,826.29
SO44752,2017-12-11,322,114,282,4,2,419.46,838.92,826.29
SO44753,2017-12-12,238,96,282,4,2,758.08,1516.16,1495.94
SO44777,2017-12-23,232,366,282,4,2,28.84,57.68,63.45
SO44777,2017-12-23,223,366,282,4,2,5.19,10.38,11.41
SO44777,2017-12-23,345,366,282,4,2,2039.99,4079.98,3824.31
SO44777,2017-12-23,344,366,282,4,2,2039.99,4079.98,3824.31
SO44790,2017-12-27,328,330,282,4,2,419.46,838.92,826.29
SO45044,2018-01-05,285,511,282,4,2,178.58,357.16,352.40
SO45044,2018-01-05,334,511,282,4,2,419.46,838.92,826.29
SO45286,2018-02-08,324,259,282,4,2,419.46,838.92,826.29
SO45286,2018-02-08,342,259,282,4,2,419.46,838.92,826.29
SO45290,2018-02-09,218,384,282,4,2,5.70,11.40,6.79
SO45290,2018-02-09,348,384,282,4,2,2024.99,4049.98,3796.19
SO45290,2018-02-09,344,384,282,4,2,2039.99,4079.98,3824.31
SO45290,2018-02-09,346,384,282,4,2,2039.99,4079.98,3824.31
SO45290,2018-02-09,307,384,282,4,2,722.59,1445.18,1247.68
SO45299,2018-02-12,232,240,282,4,2,28.84,57.68,63.45
SO45299,2018-02-12,315,240,282,4,2,874.79,1749.58,1769.42
SO45299,2018-02-12,310,240,282,4,2,2146.96,4293.92,4342.59
SO45299,2018-02-12,318,240,282,4,2,874.79,1749.58,1769.42
SO45299,2018-02-12,336,240,282,4,2,419.46,838.92,826.29
SO45299,2018-02-12,317,240,282,4,2,874.79,1749.58,1769.42
SO45299,2018-02-12,322,240,282,4,2,419.46,838.92,826.29
SO45311,2018-02-17,350,492,282,4,2,2024.99,4049.98,3796.19
SO45311,2018-02-17,344,492,282,4,2,2039.99,4079.98,3824.31
SO45311,2018-02-17,346,492,282,4,2,2039.99,4079.98,3824.31
SO45311,2018-02-17,218,492,282,4,2,5.70,11.40,6.79
SO45324,2018-02-19,324,528,282,4,2,419.46,838.92,826.29
SO45325,2018-02-20,319,313,282,4,2,874.79,1749.58,1769.42
SO45339,2018-02-24,336,403,282,4,2,419.46,838.92,826.29
SO45339,2018-02-24,338,403,282,4,2,419.46,838.92,826.29
SO45339,2018-02-24,315,403,282,4,2,874.79,1749.58,1769.42
SO45339,2018-02-24,332,403,282,4,2,419.46,838.92,826.29
SO45339,2018-02-24,317,403,282,4,2,874.79,1749.58,1769.42
SO45339,2018-02-24,318,403,282,4,2,874.79,1749.58,1769.42
SO45339,2018-02-24,232,403,282,4,2,28.84,57.68,63.45
